order_id,customer_id,product_id,order_date,delivery_date,payment_type,price,discount_percent,quantity,shipping_region,expected_delivery_days,product_rating,product_category,product_subcategory,brand,loyalty_points,is_first_order,device_type,referral
O006153,C00602,P00306,2023-09-15 18:00:00,2023-09-25 18:00:00,DebitCard,3647.15,2.23,2,East,10,2.1,Sports,TeamSports,Nike,201,False,Mobile,SocialMedia
O006154,C00713,P00572,2024-08-27 01:00:00,2024-09-01 01:00:00,CreditCard,4766.97,1.33,4,South,5,2.9,Electronics,Cameras,Nike,5,False,Mobile,CampaignA
O006155,C02402,P00807,2025-04-19 09:00:00,2025-04-25 09:00:00,CreditCard,2514.03,16.15,1,West,6,2.0,Apparel,Shirts,L'Oreal,148,False,Tablet,Organic
O006156,C02708,P00513,2023-10-12 23:00:00,2023-10-14 23:00:00,UPI,3998.6,7.92,4,North,2,4.0,Sports,Accessories,Samsung,225,True,Desktop,CampaignB
O006157,C00200,P00111,2023-04-16 22:00:00,2023-04-26 22:00:00,UPI,3172.99,20.05,1,North,10,1.9,Apparel,Dresses,Sony,248,False,Mobile,Organic
O006158,C00958,P00937,2023-02-07 12:00:00,2023-02-16 12:00:00,UPI,3736.28,14.25,2,East,9,4.3,Apparel,Jeans,L'Oreal,304,False,Mobile,Organic
O006159,C01835,P00674,2024-11-16 03:00:00,2024-11-23 03:00:00,COD,2498.79,18.0,4,East,7,4.3,Home,Decor,Apple,170,False,Desktop,SocialMedia
O006160,C00338,P00677,2024-09-01 17:00:00,2024-09-03 17:00:00,COD,2068.35,11.47,1,West,2,1.8,Home,Decor,Sony,107,False,Tablet,Organic
O006161,C01424,P00317,2024-08-18 12:00:00,2024-08-27 12:00:00,Wallet,716.91,18.99,1,West,9,3.5,Beauty,Skincare,L'Oreal,81,False,Mobile,CampaignA
O006162,C02968,P00925,2025-02-02 09:00:00,2025-02-07 09:00:00,CreditCard,4779.05,5.7,2,West,5,1.4,Home,Kitchen,Samsung,126,False,Desktop,Organic
O006163,C02408,P00359,2025-06-19 22:00:00,2025-06-25 22:00:00,CreditCard,1140.61,36.23,4,East,6,1.0,Apparel,Shoes,Apple,241,False,Tablet,CampaignB
O006164,C02782,P00313,2024-03-15 13:00:00,2024-03-22 13:00:00,CreditCard,2978.6,20.66,4,North,7,3.3,Beauty,Skincare,LG,41,False,Desktop,CampaignB
O006165,C01620,P00503,2024-08-26 07:00:00,2024-08-30 07:00:00,DebitCard,4057.88,8.89,3,West,4,1.3,Sports,Outdoor,Philips,257,False,Mobile,CampaignB
O006166,C02243,P00220,2025-01-18 21:00:00,2025-01-22 21:00:00,Wallet,4042.93,13.52,1,North,4,2.0,Beauty,Makeup,Puma,419,False,Mobile,CampaignB
O006167,C00578,P00160,2023-06-28 02:00:00,2023-06-30 02:00:00,UPI,3971.43,35.94,1,North,2,4.9,Beauty,Makeup,Levis,111,False,Mobile,CampaignB
O006168,C01628,P00399,2023-03-28 07:00:00,2023-04-02 07:00:00,UPI,480.5,4.8,4,North,5,1.7,Apparel,Shirts,Puma,338,False,Desktop,CampaignB
O006169,C02318,P00907,2024-06-07 09:00:00,2024-06-17 09:00:00,CreditCard,4771.31,39.01,4,North,10,3.2,Sports,Accessories,Levis,45,False,Tablet,CampaignA
O006170,C02925,P00877,2024-05-11 19:00:00,2024-05-13 19:00:00,COD,2005.51,12.97,4,East,2,4.2,Home,Kitchen,Sony,47,False,Mobile,SocialMedia
O006171,C00614,P00293,2024-03-05 19:00:00,2024-03-08 19:00:00,CreditCard,4575.94,1.89,4,West,3,3.8,Electronics,Headphones,L'Oreal,173,False,Tablet,Organic
O006172,C00573,P00858,2024-10-10 00:00:00,2024-10-13 00:00:00,CreditCard,2238.62,16.99,3,West,3,1.6,Beauty,Haircare,Levis,327,False,Mobile,SocialMedia
O006173,C00765,P00254,2024-01-06 17:00:00,2024-01-16 17:00:00,UPI,2171.55,23.27,2,West,10,2.6,Electronics,Smartphones,L'Oreal,62,False,Tablet,SocialMedia
O006174,C01780,P00921,2024-11-27 14:00:00,2024-12-07 14:00:00,DebitCard,2652.67,33.66,3,South,10,4.4,Beauty,Fragrance,Philips,487,False,Tablet,CampaignA
O006175,C01608,P00366,2023-08-12 06:00:00,2023-08-18 06:00:00,CreditCard,1539.95,34.33,1,West,6,4.8,Sports,TeamSports,Philips,91,False,Tablet,CampaignA
O006176,C02776,P00985,2024-02-25 09:00:00,2024-03-02 09:00:00,Wallet,970.47,41.25,1,North,6,4.0,Beauty,Makeup,Samsung,51,False,Mobile,CampaignA
O006177,C00078,P00503,2025-02-27 13:00:00,2025-03-01 13:00:00,CreditCard,1406.84,18.77,4,North,2,3.6,Sports,Outdoor,Philips,246,False,Desktop,Organic
O006178,C01750,P00920,2025-08-11 23:00:00,2025-08-19 23:00:00,DebitCard,3692.32,23.37,1,West,8,1.1,Home,Kitchen,L'Oreal,405,False,Desktop,SocialMedia
O006179,C01309,P00590,2024-07-22 02:00:00,2024-07-25 02:00:00,Wallet,3706.2,42.03,1,East,3,4.5,Electronics,Laptops,LG,8,False,Mobile,Organic
O006180,C01361,P00706,2025-02-09 17:00:00,2025-02-17 17:00:00,CreditCard,1711.5,15.95,2,North,8,3.2,Sports,Accessories,Levis,314,False,Desktop,CampaignA
O006181,C00507,P00244,2025-02-14 20:00:00,2025-02-18 20:00:00,CreditCard,4784.23,3.99,1,West,4,4.6,Apparel,Shirts,L'Oreal,209,False,Desktop,Organic
O006182,C00099,P00994,2024-03-28 01:00:00,2024-03-31 01:00:00,DebitCard,3033.86,41.52,4,West,3,4.2,Electronics,Headphones,Nike,466,False,Mobile,CampaignB
O006183,C01508,P00142,2023-07-28 07:00:00,2023-08-02 07:00:00,Wallet,4390.64,0.75,4,North,5,4.8,Beauty,Skincare,LG,369,False,Desktop,Organic
O006184,C02367,P00465,2023-11-11 00:00:00,2023-11-17 00:00:00,DebitCard,1862.83,5.49,3,South,6,4.2,Electronics,Laptops,Philips,373,False,Desktop,SocialMedia
O006185,C00454,P00342,2025-06-16 04:00:00,2025-06-20 04:00:00,UPI,4811.53,25.28,1,South,4,4.1,Beauty,Fragrance,Adidas,378,False,Tablet,CampaignB
O006186,C01781,P00414,2023-03-22 23:00:00,2023-03-29 23:00:00,Wallet,893.26,24.59,2,South,7,3.2,Apparel,Dresses,Adidas,497,False,Tablet,Organic
O006187,C00987,P00893,2024-12-16 14:00:00,2024-12-26 14:00:00,DebitCard,1408.48,18.81,2,South,10,3.1,Home,Appliances,Adidas,155,False,Desktop,SocialMedia
O006188,C02465,P00705,2023-08-27 10:00:00,2023-09-05 10:00:00,COD,1335.1,12.44,1,South,9,4.6,Home,Kitchen,Samsung,372,True,Mobile,Organic
O006189,C02394,P00322,2025-08-14 12:00:00,2025-08-23 12:00:00,CreditCard,2906.19,13.54,1,South,9,2.2,Home,Appliances,LG,389,False,Tablet,Organic
O006190,C02819,P00987,2023-02-10 23:00:00,2023-02-15 23:00:00,Wallet,3690.95,12.11,2,West,5,2.7,Electronics,Cameras,LG,197,False,Tablet,SocialMedia
O006191,C02594,P00552,2023-09-24 20:00:00,2023-10-04 20:00:00,UPI,2942.32,20.04,3,West,10,1.8,Apparel,Shoes,Nike,414,False,Desktop,Organic
O006192,C00948,P00145,2023-12-30 22:00:00,2024-01-03 22:00:00,DebitCard,4603.74,11.92,1,South,4,4.0,Home,Appliances,Sony,486,False,Tablet,CampaignB
O006193,C02388,P00147,2024-03-11 16:00:00,2024-03-19 16:00:00,UPI,1496.1,21.48,1,South,8,2.9,Beauty,Fragrance,Samsung,97,False,Tablet,CampaignB
O006194,C02057,P00393,2025-04-03 00:00:00,2025-04-06 00:00:00,Wallet,3584.26,38.71,4,West,3,4.3,Home,Furniture,Samsung,236,False,Tablet,SocialMedia
O006195,C00001,P00504,2024-07-07 07:00:00,2024-07-11 07:00:00,COD,3930.59,26.97,2,West,4,4.3,Beauty,Makeup,Samsung,421,False,Mobile,Organic
O006196,C01505,P00987,2023-11-05 05:00:00,2023-11-10 05:00:00,UPI,3163.31,28.26,2,North,5,4.4,Electronics,Cameras,LG,147,False,Desktop,CampaignB
O006197,C01020,P00372,2023-03-19 04:00:00,2023-03-22 04:00:00,DebitCard,1128.16,6.61,1,West,3,3.1,Electronics,Cameras,Puma,48,False,Mobile,CampaignB
O006198,C02726,P00689,2024-01-04 20:00:00,2024-01-06 20:00:00,CreditCard,1404.16,46.08,4,East,2,4.3,Electronics,Smartphones,L'Oreal,87,False,Tablet,CampaignB
O006199,C01138,P00871,2023-05-06 10:00:00,2023-05-13 10:00:00,DebitCard,4026.04,14.11,1,South,7,2.7,Beauty,Haircare,Levis,149,False,Desktop,Organic
O006200,C02896,P00621,2023-08-30 17:00:00,2023-09-07 17:00:00,COD,3865.76,23.99,3,West,8,1.8,Home,Kitchen,LG,458,False,Mobile,SocialMedia
O006201,C02844,P00822,2023-09-06 10:00:00,2023-09-11 10:00:00,COD,1683.49,26.97,3,East,5,1.0,Sports,Fitness,L'Oreal,259,False,Desktop,CampaignA
O006202,C02427,P00142,2024-01-22 19:00:00,2024-01-28 19:00:00,UPI,835.98,49.03,1,East,6,4.8,Beauty,Skincare,LG,44,False,Desktop,CampaignA
O006203,C01642,P00204,2025-06-09 18:00:00,2025-06-15 18:00:00,COD,2557.46,48.79,3,East,6,1.3,Sports,Fitness,Samsung,98,True,Desktop,CampaignB
O006204,C00590,P00456,2023-04-25 18:00:00,2023-04-28 18:00:00,CreditCard,1369.77,20.13,1,West,3,2.3,Beauty,Haircare,Adidas,211,False,Desktop,Organic
O006205,C02553,P00448,2025-02-25 05:00:00,2025-03-03 05:00:00,UPI,3403.89,4.1,4,East,6,1.7,Beauty,Makeup,L'Oreal,222,False,Desktop,Organic
O006206,C01399,P00134,2023-08-16 14:00:00,2023-08-19 14:00:00,Wallet,4376.45,39.19,1,East,3,4.3,Home,Kitchen,Philips,194,False,Mobile,Organic
O006207,C02423,P00023,2024-05-31 20:00:00,2024-06-05 20:00:00,Wallet,3491.85,33.76,2,North,5,2.9,Electronics,Laptops,Puma,74,False,Desktop,CampaignA
O006208,C01562,P00889,2023-08-09 09:00:00,2023-08-12 09:00:00,CreditCard,4249.62,3.25,4,West,3,3.6,Sports,Outdoor,Puma,344,False,Desktop,SocialMedia
O006209,C02355,P00362,2025-05-26 02:00:00,2025-05-30 02:00:00,UPI,3485.28,29.33,3,West,4,1.9,Sports,Fitness,Puma,371,False,Desktop,CampaignB
O006210,C00377,P00350,2025-03-11 22:00:00,2025-03-21 22:00:00,DebitCard,1549.2,31.7,4,South,10,4.3,Apparel,Shirts,Sony,35,False,Desktop,SocialMedia
O006211,C01314,P00163,2023-10-06 22:00:00,2023-10-13 22:00:00,COD,3423.43,14.15,2,West,7,1.6,Beauty,Makeup,Samsung,130,True,Desktop,CampaignA
O006212,C02537,P00474,2024-05-06 16:00:00,2024-05-11 16:00:00,CreditCard,438.85,44.2,4,North,5,3.2,Beauty,Fragrance,Nike,176,False,Desktop,Organic
O006213,C01236,P00814,2023-06-12 18:00:00,2023-06-18 18:00:00,UPI,3709.53,20.1,3,North,6,1.2,Home,Appliances,Adidas,310,False,Tablet,CampaignB
O006214,C00184,P00735,2024-01-15 12:00:00,2024-01-24 12:00:00,Wallet,2243.15,37.4,1,South,9,4.4,Apparel,Shoes,Philips,476,False,Tablet,CampaignB
O006215,C02209,P00767,2023-03-08 12:00:00,2023-03-15 12:00:00,DebitCard,3394.78,41.59,4,South,7,3.7,Home,Appliances,Levis,223,False,Desktop,Organic
O006216,C02822,P00659,2023-09-26 09:00:00,2023-09-29 09:00:00,CreditCard,4905.23,43.07,1,North,3,3.7,Sports,Accessories,Sony,451,False,Mobile,Organic
O006217,C02670,P00825,2024-07-06 06:00:00,2024-07-12 06:00:00,COD,1124.73,1.66,3,West,6,4.6,Apparel,Shirts,Sony,157,False,Tablet,SocialMedia
O006218,C00245,P00567,2023-08-18 08:00:00,2023-08-24 08:00:00,COD,4675.31,39.47,2,North,6,3.6,Beauty,Makeup,Puma,429,True,Tablet,CampaignA
O006219,C00850,P00811,2024-01-02 19:00:00,2024-01-10 19:00:00,CreditCard,2908.7,21.59,3,West,8,4.0,Beauty,Makeup,Adidas,467,False,Desktop,SocialMedia
O006220,C01776,P00797,2023-06-05 23:00:00,2023-06-07 23:00:00,DebitCard,3775.06,33.51,4,West,2,2.3,Beauty,Fragrance,Samsung,188,True,Mobile,SocialMedia
O006221,C01449,P00099,2024-02-27 14:00:00,2024-03-01 14:00:00,COD,1202.12,26.99,3,North,3,1.3,Sports,Outdoor,L'Oreal,287,False,Tablet,SocialMedia
O006222,C01895,P00487,2025-03-27 02:00:00,2025-03-29 02:00:00,DebitCard,4758.5,9.75,1,East,2,4.0,Beauty,Haircare,Philips,292,False,Mobile,SocialMedia
O006223,C00198,P00164,2023-04-16 20:00:00,2023-04-22 20:00:00,DebitCard,1363.89,1.68,3,North,6,2.4,Sports,Accessories,Nike,376,True,Desktop,CampaignA
O006224,C02055,P00246,2023-05-20 18:00:00,2023-05-23 18:00:00,COD,3354.39,44.87,1,East,3,3.3,Apparel,Shirts,Philips,347,False,Mobile,CampaignB
O006225,C01045,P00260,2023-09-18 19:00:00,2023-09-21 19:00:00,DebitCard,4949.69,7.66,4,North,3,1.6,Home,Furniture,Samsung,441,False,Mobile,Organic
O006226,C02987,P00291,2023-03-13 22:00:00,2023-03-17 22:00:00,DebitCard,4045.72,45.89,4,South,4,5.0,Electronics,Headphones,Philips,473,False,Tablet,SocialMedia
O006227,C01504,P00196,2024-11-29 06:00:00,2024-12-04 06:00:00,COD,3112.2,20.18,3,North,5,2.6,Home,Furniture,Puma,83,False,Mobile,CampaignA
O006228,C02950,P00472,2025-01-26 15:00:00,2025-02-03 15:00:00,CreditCard,1883.65,42.5,3,East,8,3.5,Home,Furniture,LG,384,False,Tablet,Organic
O006229,C02208,P00948,2023-07-12 12:00:00,2023-07-19 12:00:00,CreditCard,4916.23,44.98,1,West,7,3.7,Home,Kitchen,LG,21,False,Tablet,SocialMedia
O006230,C02710,P00499,2024-06-03 19:00:00,2024-06-12 19:00:00,Wallet,1129.19,13.89,1,East,9,1.7,Electronics,Headphones,Puma,252,False,Mobile,CampaignA
O006231,C02035,P00558,2023-03-26 04:00:00,2023-03-29 04:00:00,UPI,1955.0,36.77,2,North,3,2.7,Beauty,Fragrance,Puma,248,False,Desktop,Organic
O006232,C00146,P00632,2023-07-06 06:00:00,2023-07-12 06:00:00,DebitCard,1859.61,4.12,3,North,6,1.3,Beauty,Fragrance,Sony,477,False,Tablet,SocialMedia
O006233,C02785,P00387,2023-11-01 05:00:00,2023-11-10 05:00:00,COD,2178.85,22.84,4,South,9,2.5,Electronics,Smartphones,Sony,374,False,Tablet,SocialMedia
O006234,C01943,P00869,2023-04-03 11:00:00,2023-04-10 11:00:00,Wallet,4969.5,5.95,2,East,7,2.2,Home,Decor,Puma,307,False,Mobile,Organic
O006235,C01723,P00668,2025-03-28 19:00:00,2025-04-03 19:00:00,DebitCard,3290.48,34.48,3,East,6,2.3,Electronics,Laptops,L'Oreal,317,False,Tablet,SocialMedia
O006236,C00017,P00343,2025-08-10 08:00:00,2025-08-18 08:00:00,COD,2924.8,41.49,2,West,8,1.1,Electronics,Cameras,Philips,401,False,Tablet,CampaignB
O006237,C00926,P00179,2025-03-20 16:00:00,2025-03-25 16:00:00,CreditCard,996.1,43.91,3,East,5,3.1,Beauty,Fragrance,Nike,456,False,Desktop,SocialMedia
O006238,C00878,P00071,2024-10-14 10:00:00,2024-10-23 10:00:00,Wallet,3180.32,27.57,4,South,9,4.0,Apparel,Dresses,LG,179,False,Desktop,SocialMedia
O006239,C00643,P00403,2024-08-16 07:00:00,2024-08-18 07:00:00,DebitCard,984.62,26.82,3,East,2,3.6,Electronics,Smartphones,Samsung,199,True,Tablet,CampaignA
O006240,C00530,P00008,2023-02-25 02:00:00,2023-03-04 02:00:00,Wallet,1003.94,16.97,2,South,7,1.1,Beauty,Haircare,Nike,407,True,Tablet,Organic
O006241,C01652,P00405,2025-07-07 09:00:00,2025-07-17 09:00:00,CreditCard,3792.02,3.04,1,East,10,2.0,Sports,TeamSports,Puma,228,True,Mobile,Organic
O006242,C00911,P00873,2023-11-10 20:00:00,2023-11-12 20:00:00,COD,4207.68,28.48,3,East,2,4.9,Electronics,Laptops,L'Oreal,355,False,Desktop,CampaignA
O006243,C02594,P00170,2023-07-02 02:00:00,2023-07-12 02:00:00,UPI,1605.47,12.15,1,West,10,2.0,Beauty,Haircare,Apple,408,False,Tablet,SocialMedia
O006244,C00456,P00984,2024-08-03 23:00:00,2024-08-05 23:00:00,Wallet,4314.18,43.71,1,West,2,2.2,Home,Decor,Samsung,320,False,Mobile,Organic
O006245,C01479,P00983,2024-02-24 12:00:00,2024-03-04 12:00:00,DebitCard,2542.25,16.07,1,North,9,2.0,Apparel,Shirts,LG,477,False,Desktop,Organic
O006246,C01024,P00017,2023-04-22 19:00:00,2023-04-26 19:00:00,CreditCard,448.33,20.34,2,North,4,1.4,Apparel,Shoes,Sony,169,True,Mobile,Organic
O006247,C02982,P00182,2023-06-26 20:00:00,2023-07-04 20:00:00,COD,2977.5,29.06,3,South,8,1.9,Beauty,Fragrance,Nike,477,False,Desktop,Organic
O006248,C00272,P00745,2025-06-13 20:00:00,2025-06-19 20:00:00,CreditCard,3229.58,2.25,2,North,6,2.3,Beauty,Makeup,Apple,151,False,Mobile,Organic
O006249,C02434,P00546,2024-04-16 08:00:00,2024-04-22 08:00:00,CreditCard,1174.83,48.9,3,East,6,2.4,Electronics,Smartphones,Philips,377,False,Tablet,CampaignB
O006250,C00407,P00363,2024-03-15 03:00:00,2024-03-23 03:00:00,UPI,2627.81,4.29,1,South,8,1.1,Home,Decor,Philips,36,False,Desktop,CampaignB
O006251,C02240,P00674,2024-01-13 09:00:00,2024-01-18 09:00:00,DebitCard,1328.59,24.2,1,West,5,3.7,Home,Decor,Apple,92,False,Tablet,Organic
O006252,C02048,P00075,2023-02-21 23:00:00,2023-03-02 23:00:00,DebitCard,2265.82,20.39,4,East,9,1.9,Beauty,Makeup,Adidas,140,False,Desktop,SocialMedia
O006253,C02273,P00698,2023-11-02 03:00:00,2023-11-11 03:00:00,UPI,3572.68,46.77,1,East,9,3.2,Sports,Fitness,LG,342,False,Tablet,CampaignB
O006254,C02689,P00812,2024-03-26 21:00:00,2024-03-29 21:00:00,COD,1267.26,21.41,1,South,3,1.8,Apparel,Shoes,Apple,238,False,Desktop,Organic
O006255,C00326,P00712,2024-07-26 11:00:00,2024-08-04 11:00:00,Wallet,775.61,44.54,1,North,9,1.4,Home,Decor,Sony,27,False,Mobile,SocialMedia
O006256,C01872,P00787,2024-03-19 05:00:00,2024-03-23 05:00:00,COD,4541.05,14.96,1,West,4,4.5,Home,Appliances,Puma,120,True,Tablet,CampaignB
O006257,C01856,P00446,2025-04-28 02:00:00,2025-05-04 02:00:00,Wallet,4700.87,38.83,2,West,6,2.3,Apparel,Shirts,Puma,207,True,Desktop,CampaignB
O006258,C00769,P00914,2023-10-13 09:00:00,2023-10-21 09:00:00,DebitCard,2522.8,29.11,4,East,8,2.5,Beauty,Fragrance,Philips,256,False,Tablet,CampaignA
O006259,C02266,P00527,2023-07-14 03:00:00,2023-07-16 03:00:00,COD,2666.26,37.09,4,East,2,1.2,Apparel,Jeans,Puma,91,False,Desktop,CampaignA
O006260,C01437,P00415,2024-08-20 13:00:00,2024-08-22 13:00:00,CreditCard,3570.98,44.69,1,East,2,2.4,Home,Kitchen,L'Oreal,106,False,Mobile,Organic
O006261,C02268,P00654,2025-02-17 17:00:00,2025-02-20 17:00:00,COD,3438.87,23.77,2,East,3,4.1,Beauty,Haircare,Philips,65,False,Mobile,SocialMedia
O006262,C01448,P00676,2025-02-09 08:00:00,2025-02-16 08:00:00,DebitCard,4822.33,38.92,4,East,7,1.8,Beauty,Haircare,Puma,217,False,Mobile,Organic
O006263,C01789,P00378,2023-04-05 11:00:00,2023-04-10 11:00:00,Wallet,2860.93,1.48,4,West,5,4.2,Home,Furniture,LG,101,False,Desktop,CampaignB
O006264,C00719,P00433,2024-03-31 14:00:00,2024-04-04 14:00:00,Wallet,4035.75,27.89,2,East,4,4.5,Home,Furniture,Nike,244,False,Desktop,CampaignA
O006265,C01724,P00587,2024-03-02 09:00:00,2024-03-06 09:00:00,DebitCard,4487.67,31.05,2,South,4,1.9,Beauty,Makeup,Puma,103,False,Mobile,Organic
O006266,C00217,P00538,2023-03-23 07:00:00,2023-04-02 07:00:00,UPI,1812.05,16.54,1,South,10,1.7,Home,Appliances,Nike,253,True,Mobile,SocialMedia
O006267,C00592,P00206,2023-12-02 23:00:00,2023-12-07 23:00:00,UPI,3548.69,44.64,2,West,5,3.6,Apparel,Jeans,Philips,128,False,Mobile,CampaignA
O006268,C01260,P00249,2024-12-20 19:00:00,2024-12-29 19:00:00,Wallet,1927.06,41.89,2,West,9,3.1,Apparel,Jeans,Puma,167,False,Mobile,SocialMedia
O006269,C00017,P00651,2023-07-16 12:00:00,2023-07-26 12:00:00,COD,635.32,19.43,1,West,10,3.6,Sports,Accessories,Samsung,293,True,Desktop,CampaignB
O006270,C01688,P00205,2025-06-18 18:00:00,2025-06-23 18:00:00,Wallet,3634.97,12.63,1,North,5,1.6,Home,Furniture,Philips,385,False,Desktop,CampaignA
O006271,C01655,P00424,2025-08-29 23:00:00,2025-09-01 23:00:00,DebitCard,1067.39,27.83,3,North,3,3.5,Sports,Fitness,Philips,163,False,Desktop,CampaignA
O006272,C00933,P00347,2023-12-01 19:00:00,2023-12-06 19:00:00,COD,2124.09,38.17,1,North,5,3.0,Beauty,Haircare,Apple,353,False,Tablet,Organic
O006273,C02517,P00028,2024-02-03 12:00:00,2024-02-09 12:00:00,CreditCard,4266.76,23.32,4,East,6,3.6,Electronics,Headphones,Apple,218,False,Mobile,SocialMedia
O006274,C02569,P00895,2025-06-10 03:00:00,2025-06-18 03:00:00,CreditCard,2676.52,23.1,4,South,8,2.1,Home,Decor,Puma,315,False,Tablet,CampaignA
O006275,C01777,P00239,2025-05-10 18:00:00,2025-05-15 18:00:00,CreditCard,4120.64,35.38,1,South,5,3.8,Electronics,Cameras,Sony,75,False,Desktop,CampaignA
O006276,C02407,P00210,2023-08-05 04:00:00,2023-08-08 04:00:00,CreditCard,2988.61,9.05,2,South,3,4.8,Apparel,Jeans,L'Oreal,50,False,Desktop,SocialMedia
O006277,C01358,P00781,2024-07-18 03:00:00,2024-07-27 03:00:00,DebitCard,1067.53,31.04,4,West,9,3.0,Apparel,Shoes,Apple,490,False,Desktop,CampaignB
O006278,C00053,P00923,2024-07-22 00:00:00,2024-07-29 00:00:00,DebitCard,806.15,5.72,3,West,7,1.1,Electronics,Cameras,L'Oreal,65,False,Desktop,Organic
O006279,C01032,P00404,2024-04-20 22:00:00,2024-04-26 22:00:00,UPI,2048.64,15.52,2,North,6,4.0,Home,Decor,Levis,138,False,Mobile,Organic
O006280,C00878,P00464,2024-11-19 11:00:00,2024-11-22 11:00:00,Wallet,1802.15,11.16,4,East,3,3.6,Apparel,Shoes,Sony,494,False,Tablet,Organic
O006281,C00904,P00989,2023-10-03 20:00:00,2023-10-10 20:00:00,CreditCard,4527.89,14.76,3,North,7,2.4,Sports,Accessories,Apple,280,False,Mobile,CampaignB
O006282,C02542,P00101,2024-06-05 07:00:00,2024-06-10 07:00:00,Wallet,3752.07,21.02,2,East,5,3.2,Apparel,Shoes,LG,482,False,Desktop,CampaignB
O006283,C00307,P00118,2023-11-17 21:00:00,2023-11-19 21:00:00,Wallet,4734.38,43.44,2,South,2,1.0,Electronics,Smartphones,Sony,41,False,Mobile,CampaignB
O006284,C00828,P00333,2023-09-15 11:00:00,2023-09-18 11:00:00,COD,1162.47,36.79,3,East,3,4.6,Apparel,Dresses,Philips,26,False,Tablet,CampaignA
O006285,C02705,P00900,2024-03-01 01:00:00,2024-03-11 01:00:00,UPI,2445.95,34.61,2,East,10,3.0,Apparel,Jeans,Adidas,186,False,Tablet,CampaignA
O006286,C01952,P00621,2024-09-26 05:00:00,2024-09-28 05:00:00,COD,3867.94,5.64,3,West,2,2.5,Home,Kitchen,LG,113,False,Desktop,CampaignA
O006287,C02879,P00896,2024-08-13 01:00:00,2024-08-17 01:00:00,DebitCard,3559.69,45.99,3,North,4,3.6,Electronics,Cameras,LG,248,False,Desktop,SocialMedia
O006288,C00593,P00490,2024-01-20 06:00:00,2024-01-23 06:00:00,UPI,1817.45,16.73,2,North,3,3.1,Beauty,Haircare,Sony,330,False,Tablet,Organic
O006289,C01698,P00102,2024-02-22 09:00:00,2024-03-03 09:00:00,DebitCard,2227.41,35.27,4,West,10,4.3,Home,Kitchen,Puma,398,False,Mobile,CampaignA
O006290,C00149,P00757,2024-07-27 12:00:00,2024-08-02 12:00:00,Wallet,4500.6,39.36,2,South,6,1.9,Sports,Outdoor,Nike,236,False,Tablet,Organic
O006291,C00840,P00305,2025-06-21 08:00:00,2025-06-25 08:00:00,DebitCard,2577.41,31.61,2,West,4,3.0,Home,Appliances,LG,403,False,Mobile,CampaignA
O006292,C01558,P00185,2023-08-26 22:00:00,2023-09-01 22:00:00,CreditCard,456.88,38.52,3,West,6,1.9,Electronics,Headphones,Levis,414,False,Tablet,Organic
O006293,C01299,P00814,2024-10-14 14:00:00,2024-10-18 14:00:00,UPI,2484.19,4.09,2,South,4,2.3,Home,Appliances,Adidas,73,False,Tablet,CampaignA
O006294,C02321,P00689,2023-08-04 06:00:00,2023-08-09 06:00:00,UPI,4467.94,1.1,4,South,5,4.4,Electronics,Smartphones,L'Oreal,226,False,Desktop,SocialMedia
O006295,C01305,P00252,2023-06-02 10:00:00,2023-06-06 10:00:00,UPI,674.57,14.37,4,South,4,1.3,Apparel,Shoes,Samsung,11,False,Tablet,Organic
O006296,C00366,P00868,2024-12-25 14:00:00,2025-01-04 14:00:00,Wallet,4156.49,42.26,2,North,10,4.6,Home,Kitchen,Levis,192,False,Tablet,Organic
O006297,C01949,P00736,2025-04-03 18:00:00,2025-04-10 18:00:00,CreditCard,3047.91,19.4,3,West,7,3.4,Apparel,Shirts,Levis,307,False,Tablet,Organic
O006298,C02421,P00809,2025-05-03 06:00:00,2025-05-06 06:00:00,Wallet,1283.49,2.76,4,East,3,2.1,Apparel,Jeans,L'Oreal,16,False,Desktop,SocialMedia
O006299,C01355,P00339,2025-06-15 18:00:00,2025-06-21 18:00:00,UPI,2122.39,0.24,3,West,6,2.2,Beauty,Haircare,Philips,291,False,Desktop,Organic
O006300,C01818,P00100,2023-07-17 03:00:00,2023-07-22 03:00:00,Wallet,1818.38,34.98,4,North,5,4.1,Home,Kitchen,LG,3,True,Mobile,Organic
O006301,C00902,P00483,2023-04-10 01:00:00,2023-04-17 01:00:00,COD,324.51,13.93,1,East,7,3.4,Sports,Outdoor,Nike,232,True,Mobile,SocialMedia
O006302,C02152,P00258,2024-11-07 13:00:00,2024-11-17 13:00:00,UPI,2881.2,41.62,2,East,10,2.1,Sports,Fitness,Philips,208,False,Desktop,SocialMedia
O006303,C01195,P00477,2023-01-13 17:00:00,2023-01-16 17:00:00,Wallet,3357.74,14.99,3,West,3,2.8,Sports,Accessories,Puma,245,False,Desktop,Organic
O006304,C01096,P00524,2023-03-03 12:00:00,2023-03-06 12:00:00,UPI,3193.88,17.28,2,West,3,2.7,Apparel,Jeans,Apple,141,False,Desktop,CampaignA
O006305,C01643,P00552,2025-04-21 03:00:00,2025-04-26 03:00:00,DebitCard,3601.14,15.31,2,West,5,3.7,Apparel,Shoes,Nike,161,False,Mobile,Organic
O006306,C02580,P00805,2023-03-02 16:00:00,2023-03-06 16:00:00,Wallet,302.12,13.58,1,North,4,1.6,Beauty,Haircare,Nike,410,False,Mobile,Organic
