customer_id,join_date,age,gender,location,preferred_payment,total_orders,total_returns,avg_order_value
C00395,2021-04-14,62,Male,Bangalore,UPI,32,7,1540.24
C00396,2023-10-30,50,Female,Hyderabad,DebitCard,9,6,2750.6
C00397,2022-11-11,34,Male,Delhi,COD,28,17,753.27
C00398,2022-01-19,23,Male,Hyderabad,CreditCard,95,13,326.1
C00399,2024-08-20,21,Female,Chennai,COD,17,14,497.95
C00400,2020-02-07,37,Female,Bangalore,DebitCard,87,9,903.1
C00401,2020-08-17,64,Female,Bangalore,CreditCard,77,11,389.87
C00402,2023-10-20,44,Female,Chennai,CreditCard,55,6,1657.68
C00403,2021-07-16,32,Female,Delhi,UPI,10,6,1148.04
C00404,2021-03-13,23,Female,Kolkata,Wallet,80,10,787.3
C00405,2024-12-04,64,Male,Chennai,UPI,6,12,2325.23
C00406,2023-07-30,31,Female,Delhi,Wallet,48,14,852.02
C00407,2020-01-27,28,Other,Mumbai,UPI,75,17,2156.53
C00408,2020-08-13,56,Male,Bangalore,Wallet,67,6,1243.02
C00409,2023-07-24,26,Male,Delhi,COD,92,5,1681.93
C00410,2022-03-08,43,Female,Hyderabad,CreditCard,41,10,2821.44
C00411,2024-06-20,33,Male,Hyderabad,Wallet,79,7,400.85
C00412,2020-10-10,22,Male,Bangalore,COD,60,19,1650.71
C00413,2022-05-28,27,Female,Chennai,DebitCard,77,0,2606.94
C00414,2022-08-17,20,Other,Kolkata,UPI,42,7,1887.53
C00415,2024-02-13,30,Male,Chennai,DebitCard,81,7,1047.55
C00416,2021-03-28,60,Male,Delhi,COD,71,18,1373.74
C00417,2022-10-16,47,Male,Chennai,DebitCard,28,2,2136.72
C00418,2022-03-26,62,Female,Bangalore,DebitCard,13,4,2705.19
C00419,2021-10-20,23,Male,Delhi,COD,81,2,410.88
C00420,2024-03-19,34,Male,Mumbai,CreditCard,15,14,493.15
C00421,2021-06-30,62,Male,Chennai,Wallet,36,13,1177.64
C00422,2023-04-30,36,Male,Chennai,UPI,92,14,928.51
C00423,2022-12-08,59,Female,Kolkata,Wallet,15,16,1015.31
C00424,2024-03-15,52,Female,Delhi,UPI,75,17,897.43
C00425,2020-01-17,63,Female,Hyderabad,Wallet,56,1,828.73
C00426,2023-04-10,43,Female,Chennai,DebitCard,95,11,652.68
C00427,2023-05-28,22,Male,Bangalore,CreditCard,4,15,2821.68
C00428,2020-06-06,46,Female,Chennai,DebitCard,99,3,689.31
C00429,2021-04-21,54,Female,Kolkata,CreditCard,98,1,851.89
C00430,2022-12-05,37,Male,Mumbai,COD,52,13,964.92
C00431,2023-10-28,38,Female,Kolkata,UPI,91,10,2819.14
C00432,2021-06-01,27,Male,Chennai,UPI,10,12,2340.43
C00433,2020-04-08,22,Female,Hyderabad,COD,94,6,2432.19
C00434,2024-11-03,53,Male,Chennai,Wallet,45,9,582.85
C00435,2022-11-26,23,Other,Delhi,COD,84,0,2558.04
C00436,2020-10-06,43,Male,Chennai,COD,29,3,1402.12
C00437,2023-10-04,21,Female,Hyderabad,CreditCard,53,17,1009.62
C00438,2021-05-11,56,Female,Delhi,COD,29,5,1854.53
C00439,2020-10-28,56,Female,Bangalore,UPI,23,1,2519.89
C00440,2020-06-29,52,Male,Delhi,DebitCard,57,2,2402.36
C00441,2021-08-29,18,Female,Kolkata,CreditCard,50,13,2702.99
C00442,2023-01-27,41,Female,Mumbai,CreditCard,21,7,2805.96
C00443,2021-11-30,53,Male,Kolkata,Wallet,43,15,942.93
C00444,2022-09-19,23,Male,Delhi,DebitCard,10,18,1444.42
C00445,2023-02-13,58,Female,Bangalore,CreditCard,76,17,339.5
C00446,2020-07-09,63,Female,Chennai,COD,30,5,2674.17
C00447,2020-09-09,61,Male,Delhi,CreditCard,51,13,717.34
C00448,2022-09-07,48,Male,Kolkata,CreditCard,33,2,2625.98
C00449,2022-07-16,37,Male,Delhi,CreditCard,18,15,1189.35
C00450,2023-03-30,41,Female,Delhi,Wallet,78,0,1293.96
C00451,2023-07-03,42,Female,Delhi,CreditCard,22,11,405.66
C00452,2023-09-08,53,Female,Bangalore,CreditCard,64,13,1182.57
C00453,2020-05-07,38,Other,Hyderabad,Wallet,21,18,2698.58
C00454,2020-01-18,47,Male,Hyderabad,DebitCard,1,18,368.98
C00455,2024-12-21,41,Male,Delhi,UPI,15,8,1397.08
C00456,2024-10-24,61,Male,Bangalore,Wallet,36,6,384.78
C00457,2021-07-19,59,Male,Bangalore,Wallet,47,13,1301.49
C00458,2021-07-23,47,Female,Delhi,CreditCard,54,4,766.13
C00459,2023-09-08,39,Female,Kolkata,CreditCard,86,17,980.99
C00460,2021-11-16,45,Male,Kolkata,UPI,32,8,2669.52
C00461,2024-12-20,24,Male,Mumbai,CreditCard,58,6,1477.33
C00462,2021-09-17,52,Female,Delhi,COD,46,8,1039.25
C00463,2023-08-04,45,Female,Mumbai,CreditCard,54,3,1891.21
C00464,2022-05-03,31,Male,Kolkata,CreditCard,33,16,683.69
C00465,2024-08-13,27,Other,Kolkata,COD,39,11,1000.36
C00466,2022-08-19,33,Female,Delhi,UPI,23,5,1774.87
C00467,2024-07-20,33,Male,Mumbai,COD,43,17,941.31
C00468,2020-06-03,48,Female,Mumbai,Wallet,55,7,2133.64
C00469,2021-05-04,59,Male,Delhi,COD,2,14,1627.03
C00470,2023-11-10,42,Female,Mumbai,DebitCard,66,2,2384.37
C00471,2022-02-23,30,Other,Chennai,Wallet,38,1,2860.26
C00472,2023-02-01,23,Female,Kolkata,CreditCard,29,8,612.67
C00473,2023-11-17,61,Female,Hyderabad,Wallet,67,7,1203.6
C00474,2020-09-02,26,Male,Bangalore,UPI,71,3,1162.78
C00475,2023-04-14,62,Female,Mumbai,UPI,36,1,708.19
C00476,2022-11-28,53,Female,Mumbai,COD,29,13,2487.82
C00477,2024-02-09,60,Female,Bangalore,Wallet,37,1,2351.67
C00478,2024-09-01,37,Female,Mumbai,CreditCard,87,1,1607.95
C00479,2022-01-28,35,Other,Bangalore,UPI,45,6,1751.98
C00480,2021-06-21,60,Female,Delhi,CreditCard,16,11,460.77
C00481,2022-07-09,38,Male,Chennai,DebitCard,31,5,1799.87
C00482,2021-02-11,21,Other,Chennai,UPI,34,17,2436.62
C00483,2021-06-08,50,Female,Kolkata,COD,50,3,1849.33
C00484,2022-04-07,44,Female,Hyderabad,DebitCard,65,18,1016.33
C00485,2024-03-09,24,Female,Mumbai,Wallet,82,12,2102.38
C00486,2022-06-21,23,Male,Hyderabad,CreditCard,62,19,1276.02
C00487,2020-02-05,32,Male,Delhi,UPI,43,1,1771.16
C00488,2021-11-15,35,Female,Chennai,DebitCard,56,7,1616.43
C00489,2020-01-20,49,Female,Delhi,DebitCard,15,18,1329.17
C00490,2020-11-16,28,Male,Delhi,UPI,48,8,2240.97
C00491,2024-12-04,37,Female,Mumbai,Wallet,49,3,2686.47
C00492,2021-05-26,41,Male,Delhi,Wallet,81,15,314.07
C00493,2021-02-03,32,Female,Chennai,COD,44,18,2820.76
C00494,2021-10-15,24,Male,Hyderabad,Wallet,10,9,1681.09
C00495,2022-08-29,38,Male,Chennai,COD,20,5,2191.98
C00496,2021-04-15,59,Male,Mumbai,DebitCard,70,15,2610.19
C00497,2023-03-12,43,Male,Chennai,UPI,8,9,1561.18
C00498,2023-01-20,61,Female,Bangalore,Wallet,45,12,2554.43
C00499,2023-10-09,31,Male,Hyderabad,COD,34,8,779.57
C00500,2022-04-13,54,Male,Bangalore,DebitCard,96,6,729.75
C00501,2024-12-28,38,Female,Bangalore,Wallet,51,3,2075.17
C00502,2021-12-27,35,Female,Kolkata,CreditCard,4,18,2649.39
C00503,2022-05-03,22,Male,Mumbai,DebitCard,39,3,2709.55
C00504,2020-02-20,20,Other,Delhi,Wallet,84,18,2038.1
C00505,2024-08-15,40,Male,Bangalore,DebitCard,24,18,1718.82
C00506,2024-09-17,43,Female,Chennai,UPI,88,11,1194.76
C00507,2021-07-28,54,Female,Delhi,UPI,55,12,2946.0
C00508,2023-04-28,41,Male,Chennai,UPI,26,3,1163.18
C00509,2023-02-22,36,Male,Chennai,CreditCard,25,9,2309.3
C00510,2020-05-29,42,Male,Delhi,UPI,36,6,1736.35
C00511,2020-11-09,38,Male,Delhi,CreditCard,71,4,1942.98
C00512,2021-07-23,29,Female,Chennai,UPI,74,16,1362.4
C00513,2023-09-27,58,Male,Mumbai,DebitCard,58,17,2905.02
C00514,2020-10-31,50,Male,Hyderabad,Wallet,12,10,1843.54
C00515,2024-09-11,21,Male,Kolkata,Wallet,1,14,2832.03
C00516,2021-11-12,59,Male,Hyderabad,UPI,50,6,320.5
C00517,2022-04-17,24,Female,Mumbai,Wallet,25,17,1846.21
C00518,2024-12-11,39,Male,Kolkata,UPI,80,5,2236.4
C00519,2022-12-13,50,Female,Delhi,UPI,5,17,2311.72
C00520,2022-09-29,34,Male,Kolkata,COD,83,15,2743.44
C00521,2021-03-19,41,Male,Chennai,COD,68,1,311.88
C00522,2021-09-04,51,Female,Hyderabad,COD,6,18,300.89
C00523,2022-09-19,45,Male,Kolkata,CreditCard,26,0,1575.11
C00524,2020-09-20,60,Female,Chennai,COD,55,10,379.09
C00525,2022-12-12,58,Female,Mumbai,UPI,39,19,2931.24
C00526,2024-05-14,56,Male,Kolkata,DebitCard,9,4,899.58
C00527,2022-09-30,39,Male,Chennai,COD,45,15,1576.19
C00528,2024-07-01,34,Male,Mumbai,COD,14,0,465.07
C00529,2020-01-05,51,Male,Delhi,DebitCard,55,18,1709.53
C00530,2023-01-31,23,Male,Mumbai,UPI,9,13,1325.88
C00531,2023-05-04,63,Male,Mumbai,CreditCard,15,2,420.58
C00532,2022-02-12,23,Male,Hyderabad,COD,37,1,1204.84
C00533,2022-05-26,51,Female,Chennai,DebitCard,50,4,1356.88
C00534,2022-09-18,18,Female,Kolkata,UPI,84,16,2972.79
C00535,2022-06-02,27,Female,Hyderabad,Wallet,72,17,861.29
C00536,2023-10-05,38,Male,Bangalore,CreditCard,96,0,1770.9
C00537,2020-02-16,22,Male,Mumbai,DebitCard,21,14,2965.75
C00538,2022-05-16,19,Female,Bangalore,DebitCard,57,8,2438.45
C00539,2022-04-02,39,Female,Hyderabad,DebitCard,19,4,2982.09
C00540,2022-07-24,19,Female,Chennai,COD,93,12,2914.41
C00541,2021-10-17,27,Male,Hyderabad,Wallet,58,18,1621.76
C00542,2020-09-25,51,Female,Chennai,CreditCard,95,9,2180.21
C00543,2021-01-04,33,Female,Chennai,UPI,6,19,598.2
C00544,2021-09-27,56,Male,Delhi,UPI,4,13,1491.1
C00545,2023-02-03,39,Male,Mumbai,Wallet,43,11,2484.35
C00546,2024-08-20,29,Female,Hyderabad,DebitCard,93,10,1664.41
C00547,2024-08-09,41,Male,Chennai,DebitCard,42,6,2197.29
C00548,2021-10-18,64,Male,Hyderabad,DebitCard,3,16,2313.53
C00549,2020-04-29,57,Female,Hyderabad,DebitCard,1,17,984.37
C00550,2022-04-10,55,Female,Chennai,DebitCard,55,6,2664.39
C00551,2024-12-15,27,Male,Kolkata,Wallet,15,19,1541.52
C00552,2024-06-15,52,Male,Bangalore,COD,47,5,867.5
C00553,2022-12-17,49,Male,Mumbai,CreditCard,85,10,2636.62
C00554,2023-10-01,24,Female,Mumbai,DebitCard,46,11,1428.11
C00555,2022-01-10,38,Male,Kolkata,COD,58,15,2325.84
C00556,2024-02-06,37,Other,Delhi,UPI,95,18,1779.69
C00557,2020-04-26,43,Male,Kolkata,Wallet,71,18,1331.05
C00558,2022-03-01,21,Male,Delhi,COD,81,10,2486.67
C00559,2023-02-24,63,Female,Delhi,DebitCard,83,15,1878.07
C00560,2023-11-17,39,Female,Kolkata,DebitCard,39,11,1354.52
C00561,2022-10-09,32,Male,Mumbai,DebitCard,3,7,595.91
C00562,2024-07-22,57,Male,Bangalore,COD,30,2,2717.7
C00563,2022-12-17,38,Other,Mumbai,DebitCard,35,1,395.77
C00564,2021-09-25,32,Male,Mumbai,COD,57,5,2630.61
C00565,2021-05-27,39,Female,Mumbai,DebitCard,29,15,1271.9
C00566,2024-11-09,45,Male,Kolkata,UPI,50,19,2026.21
C00567,2022-03-12,31,Female,Kolkata,UPI,62,14,2789.94
C00568,2023-01-24,44,Female,Kolkata,CreditCard,52,13,709.61
C00569,2024-07-19,58,Male,Mumbai,DebitCard,14,1,1830.77
C00570,2023-02-15,57,Female,Bangalore,DebitCard,35,19,2363.97
C00571,2021-07-13,45,Male,Delhi,COD,28,17,2345.48
C00572,2024-06-12,43,Male,Hyderabad,COD,58,13,1719.21
C00573,2021-05-02,19,Female,Delhi,DebitCard,30,17,1986.8
C00574,2023-06-14,42,Male,Delhi,CreditCard,90,1,2345.32
C00575,2022-06-15,20,Female,Hyderabad,DebitCard,7,0,2570.77
C00576,2023-07-19,25,Male,Mumbai,COD,39,19,2356.9
C00577,2023-04-27,61,Male,Bangalore,DebitCard,95,1,1255.81
C00578,2021-12-04,50,Male,Bangalore,COD,69,8,2991.16
C00579,2024-01-10,59,Male,Delhi,DebitCard,35,8,1473.16
C00580,2021-08-03,52,Male,Hyderabad,Wallet,52,15,366.05
C00581,2022-02-28,23,Female,Chennai,COD,14,10,1279.07
C00582,2022-05-10,56,Female,Mumbai,CreditCard,63,5,645.01
C00583,2020-09-03,40,Female,Delhi,Wallet,36,11,627.9
C00584,2023-01-04,42,Male,Bangalore,DebitCard,91,2,1060.14
C00585,2020-06-02,60,Male,Kolkata,COD,24,11,444.11
C00586,2024-08-06,36,Male,Kolkata,Wallet,40,0,2158.98
C00587,2023-12-29,22,Male,Hyderabad,CreditCard,29,8,499.77
C00588,2022-09-23,28,Female,Hyderabad,COD,53,19,848.88
C00589,2023-01-14,29,Male,Delhi,Wallet,22,5,550.83
C00590,2021-11-27,27,Male,Chennai,Wallet,72,10,470.55
C00591,2023-08-01,25,Female,Bangalore,Wallet,15,2,1022.93
C00592,2023-05-28,41,Male,Delhi,UPI,69,3,1844.13
C00593,2022-12-28,45,Male,Chennai,DebitCard,64,9,2904.65
C00594,2022-12-06,58,Male,Hyderabad,COD,4,18,2664.0
C00595,2022-10-05,53,Male,Kolkata,COD,75,5,2665.02
C00596,2020-04-03,54,Female,Mumbai,COD,18,0,775.38
C00597,2024-11-08,38,Male,Kolkata,Wallet,42,7,1015.25
C00598,2022-08-15,25,Male,Bangalore,DebitCard,30,7,506.26
C00599,2022-10-08,26,Male,Bangalore,CreditCard,15,5,2401.86
C00600,2021-03-28,64,Male,Kolkata,COD,70,16,488.5
C00601,2023-05-12,32,Male,Kolkata,DebitCard,55,18,1803.08
C00602,2022-06-30,63,Female,Chennai,DebitCard,53,0,969.26
C00603,2020-08-05,57,Female,Delhi,UPI,16,14,957.3
C00604,2021-04-18,35,Female,Hyderabad,COD,73,12,2974.96
C00605,2021-03-07,59,Male,Chennai,Wallet,34,2,2343.31
C00606,2020-12-06,37,Female,Mumbai,DebitCard,27,1,2559.74
C00607,2021-07-04,23,Female,Kolkata,DebitCard,13,2,1844.35
C00608,2024-06-23,29,Male,Mumbai,CreditCard,27,8,2651.74
C00609,2023-08-05,19,Female,Mumbai,UPI,73,15,2042.82
C00610,2023-07-01,24,Male,Chennai,DebitCard,69,12,2854.67
C00611,2024-10-23,33,Male,Hyderabad,DebitCard,86,18,1059.61
C00612,2020-12-22,20,Female,Bangalore,Wallet,31,17,1907.36
C00613,2020-01-23,62,Male,Delhi,Wallet,3,11,2163.35
C00614,2024-11-20,20,Female,Bangalore,CreditCard,30,11,1360.93
C00615,2021-06-05,44,Male,Hyderabad,CreditCard,21,0,2675.21
C00616,2024-11-16,60,Female,Bangalore,CreditCard,99,19,2945.47
C00617,2023-01-28,57,Female,Kolkata,Wallet,6,7,1633.18
C00618,2022-03-12,55,Female,Kolkata,Wallet,92,16,1354.73
C00619,2023-04-18,50,Male,Chennai,UPI,32,19,1574.23
C00620,2023-05-31,45,Male,Mumbai,COD,42,6,2602.39
C00621,2022-01-31,18,Male,Hyderabad,COD,62,8,2042.76
C00622,2024-08-09,25,Male,Hyderabad,UPI,89,16,420.89
C00623,2021-03-17,54,Male,Bangalore,COD,32,9,1763.86
C00624,2024-06-19,49,Female,Chennai,Wallet,99,3,346.71
C00625,2022-02-07,60,Female,Bangalore,COD,86,6,2402.05
C00626,2022-10-12,54,Other,Bangalore,Wallet,88,6,1186.44
C00627,2023-09-10,21,Male,Hyderabad,UPI,39,7,1574.42
C00628,2021-05-30,47,Male,Bangalore,CreditCard,64,7,2456.43
C00629,2022-11-05,23,Male,Mumbai,UPI,30,15,425.41
C00630,2022-03-02,63,Female,Bangalore,COD,63,11,728.06
C00631,2020-12-01,36,Female,Mumbai,Wallet,96,14,1374.49
C00632,2024-11-17,49,Female,Hyderabad,COD,31,7,920.8
C00633,2020-09-14,26,Female,Chennai,COD,87,8,1212.33
C00634,2021-05-11,29,Female,Kolkata,CreditCard,40,2,2995.07
C00635,2022-06-14,28,Male,Mumbai,COD,33,15,2528.62
C00636,2020-06-08,63,Male,Chennai,CreditCard,63,14,2686.53
C00637,2024-02-07,33,Female,Chennai,Wallet,25,3,2830.05
C00638,2022-05-01,18,Male,Mumbai,Wallet,36,19,1220.53
C00639,2024-08-14,62,Male,Hyderabad,CreditCard,24,15,1102.11
C00640,2021-11-20,38,Female,Delhi,UPI,95,9,931.97
C00641,2024-08-25,47,Other,Chennai,Wallet,58,10,2541.32
C00642,2021-01-14,30,Female,Chennai,UPI,39,4,2134.79
C00643,2024-04-17,51,Female,Hyderabad,Wallet,46,10,937.66
C00644,2022-08-14,21,Female,Hyderabad,Wallet,77,12,1317.88
C00645,2021-11-21,45,Male,Bangalore,DebitCard,10,14,1668.12
C00646,2023-12-21,55,Male,Hyderabad,COD,87,5,1725.98
C00647,2024-06-24,48,Female,Chennai,COD,82,15,2699.56
C00648,2023-07-15,44,Female,Mumbai,UPI,32,14,1327.53
C00649,2024-05-19,22,Male,Delhi,COD,97,10,2753.01
C00650,2023-12-11,42,Female,Bangalore,UPI,36,19,1491.69
C00651,2023-04-06,20,Male,Mumbai,Wallet,28,1,2315.21
C00652,2022-12-02,50,Male,Delhi,DebitCard,16,1,2811.69
C00653,2024-04-28,21,Female,Delhi,DebitCard,16,11,2750.45
C00654,2020-10-11,42,Male,Delhi,Wallet,18,15,453.77
C00655,2021-01-31,37,Male,Kolkata,CreditCard,8,18,855.4
C00656,2020-01-12,51,Male,Mumbai,CreditCard,80,1,1587.64
C00657,2024-06-18,43,Female,Bangalore,COD,75,16,1465.2
C00658,2023-08-18,22,Male,Bangalore,UPI,70,13,2030.41
C00659,2023-06-30,52,Female,Delhi,DebitCard,1,15,2850.71
C00660,2021-05-13,45,Female,Mumbai,COD,62,4,603.49
C00661,2022-01-23,46,Male,Kolkata,Wallet,76,9,1520.02
C00662,2020-02-04,26,Other,Delhi,DebitCard,38,16,819.51
C00663,2021-12-27,55,Male,Hyderabad,UPI,92,12,2714.09
C00664,2022-04-28,23,Other,Bangalore,UPI,45,15,2904.37
C00665,2020-03-30,36,Female,Chennai,CreditCard,58,8,1592.49
C00666,2022-02-14,61,Other,Delhi,COD,81,3,580.83
C00667,2021-08-27,28,Male,Hyderabad,Wallet,1,15,2420.3
C00668,2022-08-27,19,Female,Bangalore,DebitCard,32,10,2182.28
C00669,2024-06-13,64,Male,Kolkata,UPI,8,6,1257.61
C00670,2022-10-18,61,Male,Mumbai,DebitCard,40,16,2696.0
C00671,2021-02-21,61,Female,Bangalore,Wallet,56,12,2934.75
C00672,2020-04-24,26,Male,Mumbai,DebitCard,63,3,1806.21
C00673,2021-09-08,38,Female,Mumbai,COD,88,13,1827.47
C00674,2023-05-04,41,Male,Kolkata,CreditCard,74,9,1103.29
C00675,2022-04-05,51,Male,Kolkata,DebitCard,74,9,1878.17
C00676,2024-03-04,39,Female,Delhi,CreditCard,36,9,1487.03
C00677,2024-07-07,20,Male,Delhi,Wallet,89,11,1115.92
C00678,2024-02-25,29,Female,Bangalore,CreditCard,57,1,481.4
C00679,2023-01-03,45,Female,Kolkata,DebitCard,74,8,982.31
C00680,2021-02-16,47,Female,Hyderabad,DebitCard,83,4,834.21
C00681,2023-10-31,43,Male,Bangalore,UPI,45,7,1763.51
C00682,2023-12-14,38,Female,Chennai,DebitCard,79,13,1924.51
C00683,2021-12-29,45,Other,Mumbai,CreditCard,80,6,1943.14
C00684,2023-07-24,43,Female,Mumbai,UPI,2,6,1348.09
C00685,2022-10-17,50,Female,Delhi,DebitCard,93,8,1437.32
C00686,2022-01-30,38,Female,Hyderabad,DebitCard,68,2,2552.44
C00687,2021-11-06,52,Female,Kolkata,Wallet,50,13,1585.83
C00688,2023-11-18,51,Female,Kolkata,UPI,29,16,2966.99
C00689,2021-04-01,58,Male,Delhi,Wallet,95,17,1486.97
C00690,2022-07-08,64,Male,Chennai,Wallet,81,11,2053.87
C00691,2020-07-10,35,Female,Bangalore,Wallet,10,13,435.98
C00692,2022-01-08,28,Male,Bangalore,COD,27,12,2064.02
C00693,2024-09-08,40,Female,Hyderabad,Wallet,15,13,2598.85
C00694,2023-01-27,39,Male,Delhi,CreditCard,60,8,2844.64
C00695,2024-04-20,34,Female,Delhi,DebitCard,31,18,2992.77
C00696,2022-09-04,22,Male,Chennai,COD,21,1,1061.88
C00697,2022-10-05,61,Male,Bangalore,Wallet,60,10,1853.5
C00698,2020-04-05,28,Female,Delhi,DebitCard,58,16,1516.94
C00699,2024-08-14,47,Female,Kolkata,UPI,41,1,1822.31
C00700,2021-10-24,32,Female,Hyderabad,UPI,46,18,725.12
C00701,2023-04-28,44,Male,Bangalore,DebitCard,45,6,2611.6
C00702,2024-10-25,52,Female,Chennai,CreditCard,26,17,2755.84
C00703,2020-02-06,50,Female,Hyderabad,DebitCard,51,12,1514.09
C00704,2024-12-08,37,Female,Mumbai,DebitCard,36,4,1057.16
C00705,2023-10-24,33,Male,Kolkata,COD,52,17,680.25
C00706,2024-09-14,51,Female,Chennai,UPI,81,15,2146.17
C00707,2024-03-28,19,Female,Hyderabad,UPI,51,14,1143.03
C00708,2020-10-05,52,Other,Delhi,Wallet,3,7,2755.75
C00709,2020-08-04,57,Male,Mumbai,DebitCard,14,14,2111.73
C00710,2022-05-16,45,Female,Chennai,DebitCard,49,0,2043.35
C00711,2022-05-22,64,Female,Delhi,CreditCard,77,16,1810.39
C00712,2024-12-26,56,Male,Kolkata,UPI,91,14,423.6
C00713,2023-07-20,23,Male,Mumbai,CreditCard,1,13,2816.19
C00714,2020-03-02,26,Male,Bangalore,COD,57,13,1995.43
C00715,2021-08-18,37,Male,Delhi,Wallet,17,9,2983.97
C00716,2021-12-29,18,Male,Hyderabad,CreditCard,50,1,1750.86
C00717,2023-09-27,25,Female,Chennai,UPI,98,5,2217.3
C00718,2021-01-31,40,Female,Mumbai,COD,14,16,451.77
C00719,2021-11-29,20,Female,Delhi,DebitCard,59,4,2005.69
C00720,2022-11-08,21,Female,Bangalore,COD,81,4,2364.55
C00721,2020-06-25,42,Male,Chennai,CreditCard,3,14,2401.99
C00722,2024-06-23,64,Male,Chennai,UPI,98,14,2379.3
C00723,2021-01-30,55,Female,Delhi,CreditCard,40,19,910.96
C00724,2021-03-20,32,Male,Bangalore,DebitCard,89,10,2933.58
C00725,2023-06-10,38,Male,Kolkata,DebitCard,66,4,2986.99
C00726,2020-03-16,52,Male,Kolkata,UPI,34,0,504.11
C00727,2020-09-21,63,Male,Mumbai,Wallet,90,10,2828.41
C00728,2021-03-30,31,Female,Delhi,COD,95,10,1081.51
C00729,2024-12-24,53,Male,Mumbai,COD,9,5,2161.07
C00730,2021-12-18,29,Male,Kolkata,DebitCard,94,7,1212.9
C00731,2022-01-04,34,Male,Chennai,CreditCard,84,1,2912.94
C00732,2023-11-08,56,Female,Mumbai,CreditCard,21,14,574.06
C00733,2024-05-06,26,Male,Bangalore,Wallet,93,8,1643.92
C00734,2022-04-30,52,Female,Hyderabad,CreditCard,25,14,1455.73
C00735,2024-03-09,30,Male,Kolkata,COD,44,7,1180.26
C00736,2023-10-22,32,Male,Kolkata,CreditCard,25,15,2042.94
C00737,2020-05-23,35,Female,Bangalore,Wallet,9,13,653.85
C00738,2022-06-03,50,Male,Mumbai,COD,62,14,2234.99
C00739,2022-12-28,23,Male,Delhi,CreditCard,26,19,2947.6
C00740,2023-01-27,44,Male,Chennai,COD,57,12,2472.31
C00741,2021-01-30,40,Female,Hyderabad,DebitCard,37,8,2622.05
C00742,2022-11-14,44,Male,Delhi,DebitCard,16,0,1271.02
C00743,2022-08-05,51,Female,Delhi,DebitCard,37,5,1177.19
C00744,2022-06-09,63,Male,Bangalore,CreditCard,76,7,1696.03
C00745,2024-02-01,55,Male,Mumbai,Wallet,24,19,423.46
C00746,2024-02-16,31,Male,Kolkata,COD,26,17,2852.47
C00747,2024-05-07,53,Female,Kolkata,UPI,20,17,688.22
C00748,2023-03-20,25,Male,Bangalore,DebitCard,9,16,2738.14
C00749,2023-03-13,52,Male,Mumbai,DebitCard,87,15,525.67
C00750,2021-07-22,36,Male,Bangalore,UPI,29,12,2521.09
C00751,2022-11-28,47,Male,Kolkata,UPI,31,3,710.3
C00752,2020-04-18,31,Male,Delhi,CreditCard,19,3,402.96
C00753,2024-09-12,37,Female,Chennai,COD,20,13,2242.62
C00754,2022-12-01,42,Male,Mumbai,DebitCard,87,4,1056.72
C00755,2023-04-24,57,Male,Hyderabad,Wallet,27,15,2229.14
C00756,2022-07-23,41,Female,Hyderabad,CreditCard,94,13,1798.73
C00757,2021-02-01,31,Male,Delhi,CreditCard,85,13,593.78
C00758,2023-05-31,43,Male,Bangalore,Wallet,44,13,2816.75
C00759,2021-09-25,55,Male,Bangalore,Wallet,35,13,1521.25
C00760,2023-03-02,40,Female,Kolkata,Wallet,71,18,2283.01
C00761,2023-04-01,39,Male,Delhi,UPI,22,2,1652.76
C00762,2023-05-23,36,Female,Kolkata,DebitCard,74,16,1931.78
C00763,2022-01-02,63,Male,Kolkata,UPI,87,13,1117.49
C00764,2020-08-22,20,Female,Hyderabad,DebitCard,15,9,840.97
C00765,2021-10-19,59,Male,Kolkata,UPI,94,12,1764.94
C00766,2022-01-20,36,Female,Kolkata,COD,98,3,1488.59
C00767,2021-08-10,26,Female,Hyderabad,DebitCard,13,10,1353.31
C00768,2022-10-29,45,Female,Bangalore,CreditCard,4,14,2115.93
C00769,2023-01-02,37,Male,Mumbai,DebitCard,82,14,2164.37
C00770,2022-08-11,62,Male,Chennai,DebitCard,56,1,423.98
C00771,2021-05-06,24,Male,Kolkata,DebitCard,23,10,1214.61
C00772,2022-07-01,31,Male,Mumbai,COD,97,1,1411.76
C00773,2023-06-30,26,Male,Hyderabad,UPI,98,4,561.61
C00774,2023-06-07,36,Female,Mumbai,CreditCard,34,12,936.93
C00775,2024-03-22,64,Male,Chennai,UPI,99,0,439.43
C00776,2023-04-12,31,Male,Mumbai,UPI,17,6,2989.85
C00777,2024-08-03,55,Female,Mumbai,Wallet,28,6,2288.7
C00778,2023-04-06,53,Female,Mumbai,COD,14,9,536.12
C00779,2020-06-18,57,Male,Mumbai,Wallet,34,5,354.67
C00780,2023-11-17,34,Female,Delhi,COD,75,19,2242.08
C00781,2022-08-03,47,Male,Kolkata,UPI,57,11,1485.82
C00782,2022-03-05,26,Female,Hyderabad,UPI,77,12,2424.35
C00783,2021-09-25,50,Female,Chennai,COD,97,10,2793.39
C00784,2023-05-02,42,Female,Hyderabad,UPI,55,17,1918.11
C00785,2024-03-20,31,Female,Delhi,UPI,66,1,805.19
C00786,2020-01-29,28,Male,Delhi,CreditCard,98,15,2411.92
C00787,2023-04-03,52,Male,Delhi,Wallet,93,1,2880.69
C00788,2023-12-16,58,Female,Kolkata,Wallet,37,18,1866.62
