return_id,order_id,return_date,return_reason,refund_amount,pickup_delay_days
R004344,O004345,2024-10-07 06:00:00,Size Issue,9650.18,4
R012864,O012865,2024-11-07 18:00:00,Defective,7816.24,1
R006301,O006302,2024-11-18 13:00:00,Size Issue,5762.4,6
R002981,O002982,2024-07-17 07:00:00,Other,11132.44,2
R002414,O002415,2023-01-20 13:00:00,Other,4850.25,6
R015597,O015598,2023-07-27 04:00:00,Defective,2385.82,4
R008797,O008798,2024-06-14 19:00:00,Changed Mind,808.61,4
R017550,O017551,2024-12-04 02:00:00,Defective,4669.68,6
R009411,O009412,2023-03-10 23:00:00,Other,4499.79,6
R006075,O006076,2024-03-16 17:00:00,Size Issue,15453.12,4
R003529,O003530,2025-03-01 18:00:00,Defective,3790.5,5
R016522,O016523,2025-07-27 00:00:00,Other,3659.04,2
R018439,O018440,2025-08-21 06:00:00,Size Issue,2855.15,2
R012579,O012580,2023-02-15 23:00:00,Wrong Item,1538.88,1
R010290,O010291,2023-09-09 11:00:00,Other,13974.08,1
R016751,O016752,2023-12-11 15:00:00,Changed Mind,5409.28,1
R002065,O002066,2025-08-10 17:00:00,Size Issue,1656.0,3
R001704,O001705,2024-06-06 16:00:00,Defective,8767.86,5
R008141,O008142,2024-03-06 11:00:00,Size Issue,7384.4,6
R002084,O002085,2023-11-26 02:00:00,Other,7487.16,4
R018811,O018812,2024-11-15 03:00:00,Size Issue,19305.12,3
R000103,O000104,2024-02-01 18:00:00,Size Issue,2477.7,2
R017529,O017530,2024-04-03 09:00:00,Wrong Item,12024.48,6
R005380,O005381,2025-06-15 00:00:00,Wrong Item,4498.79,1
R014206,O014207,2024-11-25 08:00:00,Other,14031.56,4
R001788,O001789,2024-09-26 22:00:00,Defective,9855.27,1
R018169,O018170,2023-08-22 11:00:00,Size Issue,12742.619999999999,2
R015401,O015402,2023-03-31 21:00:00,Size Issue,3239.99,4
R004618,O004619,2025-02-28 01:00:00,Size Issue,3812.31,2
R012584,O012585,2024-02-25 07:00:00,Defective,4465.82,4
R017496,O017497,2025-05-27 23:00:00,Size Issue,1234.02,6
R004189,O004190,2024-04-14 02:00:00,Size Issue,11816.369999999999,1
R003999,O004000,2023-11-10 02:00:00,Size Issue,14220.78,6
R012364,O012365,2023-09-28 14:00:00,Defective,1395.69,5
R016094,O016095,2023-03-19 18:00:00,Wrong Item,896.02,3
R008323,O008324,2024-08-16 01:00:00,Wrong Item,4686.09,5
R011732,O011733,2023-07-10 03:00:00,Other,3585.7799999999997,3
R003922,O003923,2024-02-27 04:00:00,Other,4946.85,3
R011227,O011228,2025-02-24 08:00:00,Defective,12439.36,3
R012532,O012533,2024-01-16 15:00:00,Changed Mind,13944.36,6
R012086,O012087,2023-03-04 05:00:00,Wrong Item,3211.64,5
R003698,O003699,2024-08-23 18:00:00,Size Issue,9474.24,3
R005277,O005278,2024-05-03 14:00:00,Size Issue,1234.22,5
R011798,O011799,2025-06-03 16:00:00,Wrong Item,7004.8,6
R000057,O000058,2025-08-23 11:00:00,Wrong Item,14124.72,2
R017724,O017725,2024-07-11 07:00:00,Defective,5620.3,1
R019121,O019122,2024-12-30 08:00:00,Size Issue,8026.14,4
R005513,O005514,2025-06-07 02:00:00,Other,6402.54,6
R001489,O001490,2025-07-11 00:00:00,Wrong Item,3823.89,1
R011625,O011626,2025-08-03 14:00:00,Wrong Item,4359.99,3
R009437,O009438,2025-02-12 11:00:00,Size Issue,16961.08,1
R019883,O019884,2023-08-31 10:00:00,Defective,4639.08,4
R002467,O002468,2025-03-18 06:00:00,Other,6609.86,5
R009742,O009743,2023-08-31 21:00:00,Wrong Item,6765.36,3
R007053,O007054,2024-11-10 06:00:00,Other,4734.36,6
R002026,O002027,2025-03-10 02:00:00,Size Issue,7857.32,6
R002812,O002813,2025-01-22 02:00:00,Wrong Item,3807.49,5
R010249,O010250,2025-06-10 04:00:00,Size Issue,1170.44,4
R014992,O014993,2024-04-15 18:00:00,Size Issue,9805.41,6
R009016,O009017,2024-11-21 02:00:00,Wrong Item,11008.52,5
R012384,O012385,2024-11-24 15:00:00,Changed Mind,18267.4,2
R008854,O008855,2025-09-15 15:00:00,Defective,3055.46,4
R014648,O014649,2023-10-10 00:00:00,Other,1350.44,5
R016526,O016527,2024-03-21 00:00:00,Size Issue,4134.21,1
R011566,O011567,2023-03-27 07:00:00,Wrong Item,2350.8,5
R016206,O016207,2024-10-08 04:00:00,Defective,423.07,2
R017833,O017834,2025-05-02 12:00:00,Other,6070.2,4
R000379,O000380,2023-05-29 04:00:00,Other,8276.16,5
R016772,O016773,2025-04-14 07:00:00,Size Issue,1361.17,2
R001527,O001528,2024-08-13 15:00:00,Changed Mind,3552.72,6
R007898,O007899,2023-02-01 00:00:00,Changed Mind,4187.1,5
R006561,O006562,2023-08-08 17:00:00,Size Issue,2814.38,4
R002388,O002389,2023-02-07 04:00:00,Size Issue,16439.48,1
R009881,O009882,2024-02-25 19:00:00,Changed Mind,8598.16,4
R006690,O006691,2024-11-02 22:00:00,Other,11253.57,1
R006920,O006921,2025-01-02 13:00:00,Wrong Item,3879.12,3
R019086,O019087,2024-10-07 23:00:00,Defective,8713.32,3
R015576,O015577,2023-06-03 14:00:00,Changed Mind,16969.84,2
R015467,O015468,2024-12-14 04:00:00,Changed Mind,3159.18,6
R010884,O010885,2024-01-14 04:00:00,Changed Mind,4379.85,5
R017809,O017810,2025-02-20 01:00:00,Other,8748.56,5
R008056,O008057,2023-11-30 13:00:00,Size Issue,17763.64,4
R015684,O015685,2024-07-05 13:00:00,Other,13456.12,6
R012792,O012793,2025-02-11 12:00:00,Wrong Item,15884.64,1
R009289,O009290,2025-02-10 14:00:00,Other,9922.8,3
R006593,O006594,2024-04-20 21:00:00,Size Issue,6345.04,4
R004783,O004784,2025-09-03 00:00:00,Size Issue,13532.4,1
R003425,O003426,2024-08-20 19:00:00,Changed Mind,3234.65,4
R000911,O000912,2023-11-15 22:00:00,Other,9054.38,4
R019506,O019507,2024-06-12 13:00:00,Other,8530.56,5
R016324,O016325,2024-04-14 19:00:00,Changed Mind,11731.68,5
R014844,O014845,2023-08-19 08:00:00,Other,2395.71,3
R011658,O011659,2023-04-28 14:00:00,Size Issue,13764.449999999999,5
R015655,O015656,2024-03-20 08:00:00,Size Issue,14968.88,1
R004984,O004985,2024-05-25 19:00:00,Changed Mind,3793.1,2
R003769,O003770,2024-03-31 13:00:00,Size Issue,4966.27,1
R006088,O006089,2024-04-04 17:00:00,Other,4798.52,5
R001981,O001982,2023-08-29 20:00:00,Size Issue,12150.03,6
R006557,O006558,2025-08-11 06:00:00,Other,7962.2,2
R016404,O016405,2024-11-16 22:00:00,Other,1614.98,4
R005761,O005762,2024-02-11 09:00:00,Size Issue,679.6,4
R014722,O014723,2025-06-02 18:00:00,Defective,13132.170000000002,6
R005834,O005835,2025-07-07 14:00:00,Changed Mind,12360.21,3
R007353,O007354,2024-09-12 20:00:00,Size Issue,18178.16,1
R007782,O007783,2024-02-14 18:00:00,Defective,7851.88,6
R003784,O003785,2024-10-09 20:00:00,Wrong Item,12829.949999999999,4
R018626,O018627,2024-06-23 04:00:00,Changed Mind,8679.150000000001,5
R014326,O014327,2023-05-09 08:00:00,Changed Mind,9947.14,4
R001535,O001536,2024-06-17 09:00:00,Changed Mind,4687.86,6
R013981,O013982,2023-03-06 00:00:00,Size Issue,7161.12,6
R013593,O013594,2023-02-19 17:00:00,Changed Mind,11723.16,5
R005421,O005422,2023-12-31 10:00:00,Other,660.08,3
R010992,O010993,2024-10-17 01:00:00,Size Issue,3175.52,5
R005527,O005528,2023-05-16 05:00:00,Other,4231.2,2
R005183,O005184,2024-11-12 17:00:00,Size Issue,17683.12,2
R002605,O002606,2023-02-04 08:00:00,Size Issue,5635.9,1
R008083,O008084,2023-03-19 18:00:00,Changed Mind,8419.66,3
R016409,O016410,2023-09-15 22:00:00,Changed Mind,18513.88,1
R007191,O007192,2024-01-27 17:00:00,Changed Mind,5440.28,5
R007537,O007538,2024-06-18 15:00:00,Changed Mind,5616.33,3
R004520,O004521,2024-01-16 05:00:00,Size Issue,3560.92,4
R007899,O007900,2023-12-25 05:00:00,Changed Mind,9705.32,2
R009966,O009967,2024-06-19 00:00:00,Other,15175.44,1
R008137,O008138,2024-12-26 00:00:00,Size Issue,14499.0,3
R019922,O019923,2024-07-27 09:00:00,Defective,9293.42,5
R017056,O017057,2025-02-03 22:00:00,Changed Mind,854.94,5
R012240,O012241,2024-04-13 04:00:00,Wrong Item,1221.0,2
R004816,O004817,2023-09-19 08:00:00,Other,4489.32,5
R008481,O008482,2023-11-30 11:00:00,Changed Mind,1970.87,2
R015380,O015381,2023-02-28 20:00:00,Wrong Item,7123.41,5
R003059,O003060,2024-12-17 02:00:00,Wrong Item,7273.68,1
R014959,O014960,2025-03-05 11:00:00,Wrong Item,19956.32,3
R002448,O002449,2025-02-16 17:00:00,Changed Mind,1806.33,3
R015922,O015923,2024-08-06 20:00:00,Wrong Item,1393.29,5
R015264,O015265,2025-09-05 13:00:00,Defective,4317.2,1
R000003,O000004,2025-06-01 05:00:00,Wrong Item,1185.09,6
R016275,O016276,2024-01-19 15:00:00,Wrong Item,18405.12,2
R012348,O012349,2024-04-26 05:00:00,Defective,8980.6,4
R011066,O011067,2024-12-01 16:00:00,Defective,748.29,1
R013905,O013906,2024-01-02 11:00:00,Wrong Item,1186.84,2
R015306,O015307,2023-11-30 09:00:00,Changed Mind,11725.2,5
R008642,O008643,2023-06-20 19:00:00,Changed Mind,1007.54,2
R008723,O008724,2023-05-28 18:00:00,Size Issue,16766.76,1
R000344,O000345,2025-05-14 09:00:00,Wrong Item,4266.6,5
R006188,O006189,2025-08-25 12:00:00,Wrong Item,2906.19,3
R017241,O017242,2025-07-05 00:00:00,Wrong Item,1558.56,4
R011882,O011883,2023-07-20 01:00:00,Defective,5645.91,2
R018277,O018278,2025-01-17 07:00:00,Size Issue,3916.64,4
R012933,O012934,2023-07-22 14:00:00,Changed Mind,8451.24,3
R003315,O003316,2025-07-04 13:00:00,Other,1057.68,5
R019387,O019388,2023-02-04 06:00:00,Defective,16017.32,5
R005248,O005249,2025-05-27 16:00:00,Size Issue,6099.64,6
R005381,O005382,2023-05-03 06:00:00,Changed Mind,6704.22,1
R013708,O013709,2024-01-08 09:00:00,Defective,2405.3,1
R000042,O000043,2025-03-18 01:00:00,Size Issue,1852.77,2
R013303,O013304,2024-05-13 18:00:00,Size Issue,2355.34,6
R010259,O010260,2023-09-09 11:00:00,Changed Mind,5540.8,2
R000795,O000796,2024-11-17 04:00:00,Size Issue,875.34,3
R010026,O010027,2023-12-05 01:00:00,Defective,2253.75,2
R014307,O014308,2024-11-30 20:00:00,Defective,5694.6900000000005,6
R002549,O002550,2023-01-27 14:00:00,Defective,6499.289999999999,6
R014624,O014625,2025-01-06 16:00:00,Size Issue,2843.96,3
R013610,O013611,2024-11-12 20:00:00,Wrong Item,981.58,5
R007530,O007531,2023-09-24 22:00:00,Defective,2705.8,4
R017460,O017461,2024-12-25 20:00:00,Other,5684.79,5
R003100,O003101,2025-05-11 16:00:00,Defective,19311.08,2
R016816,O016817,2023-03-24 05:00:00,Wrong Item,9818.6,6
R011248,O011249,2023-03-04 11:00:00,Changed Mind,7770.92,6
R013823,O013824,2025-02-12 09:00:00,Defective,3638.43,2
R000046,O000047,2023-09-02 22:00:00,Other,15755.64,5
R019828,O019829,2025-08-01 02:00:00,Changed Mind,9912.2,5
R019381,O019382,2025-09-07 09:00:00,Changed Mind,9785.0,3
R004307,O004308,2024-02-08 23:00:00,Size Issue,13434.56,6
R016168,O016169,2023-08-24 08:00:00,Changed Mind,1538.62,2
R004229,O004230,2024-07-17 15:00:00,Defective,6835.24,1
R004914,O004915,2024-04-22 18:00:00,Size Issue,2293.68,1
R017627,O017628,2024-10-21 18:00:00,Wrong Item,1114.1999999999998,5
R015910,O015911,2023-07-19 09:00:00,Defective,3435.66,2
R009889,O009890,2024-01-19 22:00:00,Defective,5348.68,4
R015132,O015133,2024-09-11 07:00:00,Wrong Item,7567.72,4
R017812,O017813,2024-10-12 03:00:00,Wrong Item,10221.56,6
R008969,O008970,2023-11-03 13:00:00,Defective,18962.68,1
R010462,O010463,2023-10-16 07:00:00,Size Issue,4984.01,5
R016785,O016786,2025-07-06 13:00:00,Other,9581.1,5
R005893,O005894,2024-07-24 21:00:00,Size Issue,2353.28,6
R005456,O005457,2023-11-01 14:00:00,Other,825.1,2
R008300,O008301,2025-06-15 16:00:00,Defective,3871.29,2
R012397,O012398,2024-03-01 04:00:00,Defective,8117.4,5
R002189,O002190,2024-01-10 08:00:00,Defective,4330.76,2
R007917,O007918,2024-09-17 18:00:00,Other,7220.91,2
R014143,O014144,2023-05-21 08:00:00,Size Issue,9286.6,6
R002602,O002603,2023-09-12 11:00:00,Defective,4221.6,4
R016670,O016671,2024-12-31 07:00:00,Other,8852.0,5
R009948,O009949,2024-12-19 04:00:00,Changed Mind,12275.400000000001,6
R010275,O010276,2023-12-24 04:00:00,Size Issue,4547.04,3
R013770,O013771,2024-07-30 03:00:00,Defective,14891.34,6
R014892,O014893,2023-05-02 12:00:00,Other,4441.29,2
R011693,O011694,2023-02-13 13:00:00,Defective,8663.64,3
R009123,O009124,2024-12-26 10:00:00,Wrong Item,4502.4,1
R004983,O004984,2025-05-06 12:00:00,Changed Mind,9120.2,6
R010180,O010181,2025-03-09 12:00:00,Defective,9578.12,1
R015363,O015364,2024-09-19 15:00:00,Changed Mind,6446.280000000001,2
R012614,O012615,2023-04-19 07:00:00,Size Issue,5542.6,3
R007228,O007229,2025-04-20 15:00:00,Size Issue,2579.64,3
R007883,O007884,2025-06-29 20:00:00,Wrong Item,5275.92,3
R013484,O013485,2023-02-11 08:00:00,Other,12529.26,3
R019050,O019051,2023-02-28 18:00:00,Size Issue,2094.16,6
R019034,O019035,2024-10-03 16:00:00,Other,3053.11,6
R017913,O017914,2023-04-30 03:00:00,Wrong Item,4247.51,4
R002503,O002504,2025-04-13 18:00:00,Changed Mind,6579.52,1
R019391,O019392,2023-04-26 23:00:00,Wrong Item,2795.88,4
R004630,O004631,2023-05-18 07:00:00,Wrong Item,3358.25,5
R001510,O001511,2024-10-17 15:00:00,Wrong Item,2404.02,2
R006285,O006286,2024-10-10 05:00:00,Wrong Item,11603.82,2
R015442,O015443,2024-07-26 16:00:00,Changed Mind,1832.46,3
R018530,O018531,2025-01-10 20:00:00,Changed Mind,4480.76,1
R014835,O014836,2023-08-23 09:00:00,Wrong Item,13389.96,5
R013301,O013302,2025-08-30 02:00:00,Defective,5419.36,2
R012754,O012755,2024-11-30 05:00:00,Size Issue,11145.27,4
R018743,O018744,2025-09-11 19:00:00,Wrong Item,13064.91,5
R019894,O019895,2023-09-21 03:00:00,Size Issue,7197.48,1
R001901,O001902,2023-05-28 09:00:00,Other,11970.4,3
R000708,O000709,2024-10-27 18:00:00,Size Issue,9501.76,5
R016124,O016125,2024-08-09 02:00:00,Size Issue,8268.24,4
R005236,O005237,2023-02-04 07:00:00,Size Issue,4509.32,4
R002495,O002496,2024-06-11 12:00:00,Size Issue,10347.48,1
R000688,O000689,2025-08-30 04:00:00,Other,1725.26,3
R004450,O004451,2024-05-14 03:00:00,Other,1490.44,5
R003184,O003185,2024-02-09 10:00:00,Changed Mind,5451.24,1
R011487,O011488,2023-04-15 09:00:00,Other,4080.29,1
R013649,O013650,2023-04-20 08:00:00,Changed Mind,9962.24,3
R010585,O010586,2024-10-16 22:00:00,Size Issue,9390.68,3
R002571,O002572,2023-12-04 20:00:00,Other,2453.7599999999998,4
R012659,O012660,2023-04-01 22:00:00,Size Issue,7238.76,4
R007731,O007732,2023-04-04 12:00:00,Size Issue,3136.78,2
R008509,O008510,2025-05-11 16:00:00,Changed Mind,1165.98,4
R010529,O010530,2023-10-12 08:00:00,Defective,1111.74,5
R007149,O007150,2025-07-17 08:00:00,Defective,7957.2,6
R017234,O017235,2024-07-28 14:00:00,Defective,1134.2,4
R008180,O008181,2023-06-13 03:00:00,Wrong Item,7520.96,4
R019133,O019134,2023-07-30 09:00:00,Wrong Item,8419.32,1
R011773,O011774,2024-12-19 21:00:00,Size Issue,7954.72,1
R004336,O004337,2025-08-24 02:00:00,Defective,1846.28,3
R001430,O001431,2023-09-18 06:00:00,Changed Mind,5908.28,6
R011615,O011616,2025-02-17 19:00:00,Other,5306.96,3
R016171,O016172,2024-05-03 02:00:00,Changed Mind,4588.25,6
R005537,O005538,2023-12-13 12:00:00,Wrong Item,6743.72,6
R016826,O016827,2024-12-07 02:00:00,Other,3692.04,5
R007231,O007232,2024-06-17 16:00:00,Other,4799.29,4
R019235,O019236,2024-12-04 15:00:00,Size Issue,9564.48,5
R002270,O002271,2025-04-14 12:00:00,Size Issue,5964.299999999999,6
R005900,O005901,2024-04-18 20:00:00,Changed Mind,14866.6,4
R003507,O003508,2023-03-21 03:00:00,Wrong Item,5387.07,6
R016885,O016886,2023-08-10 11:00:00,Defective,1811.92,5
R018145,O018146,2024-02-08 17:00:00,Changed Mind,11349.32,1
R014159,O014160,2025-06-22 22:00:00,Changed Mind,8075.08,6
R014093,O014094,2025-07-02 21:00:00,Wrong Item,3453.61,2
R013583,O013584,2023-11-13 21:00:00,Size Issue,14443.050000000001,6
R003171,O003172,2023-06-07 10:00:00,Defective,19283.52,2
R003886,O003887,2024-07-31 01:00:00,Wrong Item,4400.27,4
R010328,O010329,2023-08-02 15:00:00,Wrong Item,4200.2699999999995,5
R018296,O018297,2023-02-20 17:00:00,Wrong Item,458.26,4
R004755,O004756,2024-05-23 05:00:00,Defective,3081.1499999999996,4
R018355,O018356,2024-05-11 21:00:00,Other,11367.599999999999,3
R012505,O012506,2024-04-14 19:00:00,Size Issue,2508.16,1
R010244,O010245,2023-10-29 21:00:00,Wrong Item,3635.16,6
R009734,O009735,2025-01-18 05:00:00,Defective,3129.82,5
R007365,O007366,2023-12-04 07:00:00,Size Issue,8692.68,1
R012493,O012494,2024-03-06 03:00:00,Size Issue,1784.58,4
R016555,O016556,2023-10-01 22:00:00,Other,8598.4,5
R005784,O005785,2025-01-24 13:00:00,Size Issue,1829.73,2
R017293,O017294,2023-06-14 23:00:00,Size Issue,14749.96,6
R013099,O013100,2024-11-04 06:00:00,Changed Mind,2557.08,1
R009380,O009381,2024-03-31 04:00:00,Changed Mind,3554.62,6
R012399,O012400,2023-02-01 08:00:00,Wrong Item,11897.039999999999,6
R014886,O014887,2024-09-13 17:00:00,Wrong Item,3820.13,6
R012859,O012860,2025-02-08 14:00:00,Other,859.46,3
R014796,O014797,2025-03-01 15:00:00,Size Issue,12939.84,2
R005598,O005599,2025-02-17 06:00:00,Wrong Item,18974.32,5
R009052,O009053,2023-07-20 06:00:00,Other,8179.62,1
R015324,O015325,2023-05-12 05:00:00,Wrong Item,14115.2,3
R008952,O008953,2023-03-29 02:00:00,Other,7541.48,3
R005800,O005801,2024-12-17 11:00:00,Changed Mind,5567.44,3
R006084,O006085,2025-01-08 09:00:00,Defective,4331.28,2
R018019,O018020,2024-05-24 16:00:00,Changed Mind,14462.01,5
R015342,O015343,2023-02-24 09:00:00,Changed Mind,18871.72,2
R019000,O019001,2025-02-02 08:00:00,Defective,19428.64,2
R016532,O016533,2023-08-27 00:00:00,Other,4684.950000000001,4
R007877,O007878,2024-10-19 02:00:00,Wrong Item,2780.7,2
R002277,O002278,2023-01-12 13:00:00,Size Issue,1184.7,2
R006428,O006429,2023-03-18 11:00:00,Size Issue,3663.06,3
R008246,O008247,2023-12-11 02:00:00,Wrong Item,16469.16,2
R017622,O017623,2023-12-28 16:00:00,Other,8209.84,3
R004371,O004372,2024-09-07 12:00:00,Changed Mind,3396.6,4
R006959,O006960,2024-01-18 19:00:00,Wrong Item,9411.48,1
R009565,O009566,2025-06-16 11:00:00,Other,3109.77,6
R007089,O007090,2025-08-04 21:00:00,Size Issue,3461.25,5
R009901,O009902,2023-06-10 10:00:00,Changed Mind,3018.21,5
R006829,O006830,2024-06-22 10:00:00,Size Issue,680.02,6
R001162,O001163,2025-09-10 07:00:00,Changed Mind,8615.43,4
R002864,O002865,2024-05-20 22:00:00,Wrong Item,3770.83,6
R017034,O017035,2025-04-02 10:00:00,Defective,505.54,2
R009618,O009619,2025-03-20 06:00:00,Changed Mind,1995.89,3
R013160,O013161,2025-08-20 18:00:00,Changed Mind,3039.51,5
R007552,O007553,2023-03-07 19:00:00,Other,15871.36,3
R007747,O007748,2024-04-01 02:00:00,Other,2127.79,6
R013540,O013541,2025-06-12 19:00:00,Wrong Item,4891.03,2
R014812,O014813,2023-03-23 21:00:00,Changed Mind,16414.72,3
R010202,O010203,2025-07-04 16:00:00,Size Issue,1478.26,5
R011060,O011061,2025-06-25 11:00:00,Other,6530.86,2
R015323,O015324,2025-01-08 04:00:00,Wrong Item,6365.42,4
R018451,O018452,2024-12-07 23:00:00,Changed Mind,7560.99,1
R006987,O006988,2024-12-26 04:00:00,Changed Mind,5156.68,5
R018874,O018875,2024-07-28 11:00:00,Defective,3566.8,2
R001355,O001356,2023-03-10 07:00:00,Wrong Item,9763.98,1
R013908,O013909,2025-05-20 09:00:00,Changed Mind,4164.25,2
R008816,O008817,2024-07-27 12:00:00,Wrong Item,11436.81,1
R007167,O007168,2024-11-04 17:00:00,Defective,14081.97,5
R018463,O018464,2025-05-23 20:00:00,Other,4069.08,5
R008310,O008311,2024-03-03 16:00:00,Changed Mind,4762.99,4
R008349,O008350,2025-03-07 22:00:00,Defective,11983.56,6
R016611,O016612,2024-08-09 23:00:00,Wrong Item,5640.6900000000005,3
R012788,O012789,2025-05-15 08:00:00,Wrong Item,12923.0,3
R009002,O009003,2024-04-30 19:00:00,Size Issue,3463.36,6
R003901,O003902,2023-06-15 09:00:00,Size Issue,9862.24,5
R010765,O010766,2023-08-11 01:00:00,Other,1267.3,6
R005814,O005815,2023-10-26 05:00:00,Other,19027.2,5
R006220,O006221,2024-03-11 14:00:00,Changed Mind,3606.3599999999997,6
R000563,O000564,2024-07-11 11:00:00,Other,13295.64,2
R007298,O007299,2023-01-27 07:00:00,Defective,11383.32,1
R016066,O016067,2024-11-09 12:00:00,Defective,8193.42,5
R012591,O012592,2025-08-26 22:00:00,Size Issue,7871.64,1
R012389,O012390,2024-07-20 18:00:00,Changed Mind,18766.96,1
R013582,O013583,2024-03-28 03:00:00,Defective,14902.52,5
R002559,O002560,2024-11-07 09:00:00,Other,19626.04,4
R007199,O007200,2024-11-17 07:00:00,Other,840.34,2
R011596,O011597,2025-04-18 03:00:00,Size Issue,2662.65,4
R000826,O000827,2025-03-22 08:00:00,Other,4127.66,5
R005945,O005946,2025-08-06 09:00:00,Defective,8040.08,5
R008823,O008824,2023-01-12 06:00:00,Wrong Item,1897.88,2
R016008,O016009,2025-05-26 19:00:00,Size Issue,7774.74,5
R011541,O011542,2024-05-28 23:00:00,Wrong Item,4202.4,4
R014811,O014812,2024-05-22 22:00:00,Changed Mind,4562.24,2
R000290,O000291,2024-01-09 11:00:00,Other,15305.24,2
R004768,O004769,2023-03-29 17:00:00,Other,13281.0,2
R006672,O006673,2025-05-28 17:00:00,Defective,4400.1,4
R005654,O005655,2023-03-17 02:00:00,Wrong Item,8562.96,5
R003926,O003927,2024-10-21 03:00:00,Size Issue,6941.68,5
R011626,O011627,2024-03-25 09:00:00,Size Issue,3946.28,2
R007222,O007223,2025-01-27 13:00:00,Changed Mind,2817.98,1
R016089,O016090,2023-07-11 22:00:00,Wrong Item,6090.48,4
R002898,O002899,2024-05-30 07:00:00,Other,14068.89,5
R013616,O013617,2025-09-12 06:00:00,Defective,3208.88,2
R007583,O007584,2023-03-08 09:00:00,Changed Mind,2736.62,3
R014457,O014458,2023-04-02 23:00:00,Changed Mind,1631.0099999999998,5
R000640,O000641,2023-01-28 20:00:00,Defective,3239.72,5
R012831,O012832,2025-08-12 14:00:00,Defective,4399.54,1
R016722,O016723,2024-02-03 11:00:00,Wrong Item,2020.52,2
R019895,O019896,2024-06-08 17:00:00,Wrong Item,6612.02,5
R012745,O012746,2024-04-06 12:00:00,Changed Mind,3737.94,5
R000482,O000483,2024-11-01 23:00:00,Other,3757.51,3
R006091,O006092,2023-05-10 12:00:00,Changed Mind,5452.9800000000005,4
R007290,O007291,2024-07-16 19:00:00,Defective,13350.4,6
R012952,O012953,2024-11-07 04:00:00,Defective,9687.62,2
R017594,O017595,2023-09-20 11:00:00,Defective,8200.06,1
R010128,O010129,2025-02-08 01:00:00,Defective,6581.91,2
R019470,O019471,2024-09-19 07:00:00,Wrong Item,3665.25,2
R019835,O019836,2023-07-22 04:00:00,Size Issue,6925.7,4
R003978,O003979,2024-06-20 04:00:00,Wrong Item,4143.6,5
R006421,O006422,2024-08-08 10:00:00,Other,3298.83,4
R003375,O003376,2024-10-05 22:00:00,Other,17407.2,3
R013609,O013610,2025-06-20 12:00:00,Wrong Item,6784.17,6
R016924,O016925,2024-10-24 02:00:00,Size Issue,13262.91,5
R004779,O004780,2023-09-22 10:00:00,Changed Mind,2376.09,1
R006932,O006933,2023-12-16 16:00:00,Size Issue,7634.48,4
R017686,O017687,2023-09-05 18:00:00,Other,9774.68,6
R017025,O017026,2025-01-28 11:00:00,Changed Mind,7583.02,3
R002622,O002623,2023-03-20 05:00:00,Changed Mind,7514.2,4
R011928,O011929,2023-07-24 19:00:00,Wrong Item,4702.14,5
R018085,O018086,2024-10-26 04:00:00,Wrong Item,3695.44,2
R018730,O018731,2024-01-09 21:00:00,Changed Mind,12460.560000000001,4
R004580,O004581,2023-12-09 21:00:00,Changed Mind,6471.58,1
R015095,O015096,2023-07-19 05:00:00,Changed Mind,3047.64,4
R012315,O012316,2023-06-05 11:00:00,Defective,4784.02,4
R012471,O012472,2025-05-03 06:00:00,Wrong Item,11538.04,1
R009202,O009203,2024-08-13 16:00:00,Size Issue,19295.76,4
R016204,O016205,2023-02-08 08:00:00,Wrong Item,393.7,1
R006463,O006464,2023-07-31 04:00:00,Changed Mind,4903.49,1
R011710,O011711,2024-12-16 21:00:00,Defective,4945.9800000000005,5
R001153,O001154,2023-11-09 21:00:00,Defective,9125.1,5
R016496,O016497,2025-06-27 05:00:00,Size Issue,4464.52,3
R009926,O009927,2024-07-31 02:00:00,Other,4892.71,2
R017965,O017966,2023-02-05 23:00:00,Changed Mind,1011.76,1
R016969,O016970,2025-01-03 13:00:00,Size Issue,5235.92,6
R016828,O016829,2023-10-22 11:00:00,Other,1819.58,4
R011903,O011904,2024-12-11 05:00:00,Defective,8205.0,5
R009201,O009202,2024-08-27 23:00:00,Defective,12991.64,3
R017670,O017671,2025-03-14 22:00:00,Size Issue,13869.84,5
R005635,O005636,2024-04-21 13:00:00,Wrong Item,1369.5,6
R004880,O004881,2023-07-07 05:00:00,Changed Mind,3453.65,5
R014658,O014659,2025-08-29 06:00:00,Wrong Item,1348.95,2
R004024,O004025,2025-01-02 07:00:00,Wrong Item,3346.82,4
R007200,O007201,2025-01-19 22:00:00,Size Issue,7320.26,6
R008187,O008188,2023-09-08 05:00:00,Defective,5998.44,5
R004510,O004511,2025-08-09 11:00:00,Wrong Item,4721.69,5
R004072,O004073,2025-05-08 23:00:00,Defective,16878.2,2
R011024,O011025,2024-08-17 07:00:00,Wrong Item,8096.849999999999,2
R018864,O018865,2024-12-28 06:00:00,Wrong Item,13266.09,6
R017224,O017225,2024-03-15 13:00:00,Size Issue,5184.22,1
R019660,O019661,2024-02-29 12:00:00,Changed Mind,11908.710000000001,2
R017063,O017064,2025-02-24 10:00:00,Other,1698.52,6
R000852,O000853,2025-01-17 18:00:00,Other,9764.3,3
R000467,O000468,2025-09-06 10:00:00,Other,2748.04,3
R006662,O006663,2025-06-02 15:00:00,Size Issue,17771.92,6
